chunk_id,page_number,chunk_index,unit_number,unit_title,lesson_number,lesson_title,lesson_start_page,lesson_end_page,content_length,text_quality,content,source_file,content_category
语文三上.pdf_page_34_chunk_1,34,0,3,第3单元,8,卖火柴的小女孩,33,34,290,"{'score': 0.9600000000000001, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",她在一座房子的墙角坐下来，蜷 着腿缩 成一团。她觉 得更冷了。她不敢回家，因为她没卖掉一根火柴，没挣 一个钱，爸爸一定会打她的。再说，家里跟街上一样冷。 他们头上只有个房顶，虽然最大的裂缝已经用草和破布堵 住了，但风还是可以灌进来。 她的一双小手几 乎冻僵 了。啊，哪怕一根小小的火柴， 对她也是有好处的！她敢从成把的火柴里抽出一根，在墙 上擦燃 了，来暖和暖和自己的小手吗？她终于抽出了一根。 ！火柴燃起来了，冒出火焰 来了！她把小手拢 在火焰上。 多么温暖多么明亮的火焰啊，简 直像一支小小的蜡 。这 是一道奇异的火光！小女孩觉得自己好像坐在一个大火炉,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_35_chunk_1,35,0,3,第3单元,8,卖火柴的小女孩,35,37,529,"{'score': 0.6640831758034027, 'is_suitable': True, 'reason': '中文为主'}",前面，火炉装着闪亮的铜脚和铜把手，烧得旺旺的，暖烘 烘的，多么舒服啊！唉，这是怎么回事呢？她刚把脚伸出 去，想让脚也暖和一下，火柴灭了，火炉不见了。她坐在 那儿，手里只有一根烧过了的火柴梗 她又擦了一根。火柴燃起来了，发出亮光来了。亮光 落在墙上，那儿忽然变得像薄 纱那么透明，她可以一直看 到屋里。桌上铺着雪白的台布，摆着精致的盘 子和碗，肚 子里填满了苹果和梅子的烤鹅正冒着香气。更妙 的是这只 鹅从盘子里跳下来，背上插着刀和叉 ，摇摇摆摆地在地板 上走着，一直向这个穷苦的小女孩走来。这时候，火柴灭 了，她面前只有一堵又厚又冷的墙。 她又擦着了一根火柴。这一回，她坐在美丽的圣 下。这棵圣诞树，比她去年圣诞节透过富 商家的玻璃门看 到的还要大，还要美。翠绿的树枝上点着几千支明晃 晃的 蜡烛，许多幅美丽的彩色画片，跟挂在商店橱 窗里的一个 样，在向她眨 眼睛。小女孩向画片伸出双手。这时候，火 柴又灭了。只见圣诞树上的烛光越升越高，最后成了在天 空中闪烁 的星星。有一颗星星落了下来，在天空中划 出了 一道细长的红光。有一个什么人快要死了。小女孩说。 一疼她的奶奶活着的时候告诉过她：一颗星星落下来， 就有一个人要离去了。,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_36_chunk_1,36,0,3,第3单元,8,卖火柴的小女孩,35,37,246,"{'score': 0.9609756097560976, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",她在墙上又擦着了一根火柴。这一回，火柴把周围全 照亮了。奶奶出现在亮光里，是那么温和，那么慈爱。奶 奶！小女孩叫起来，啊！请把我带走吧！我知道，火柴 一灭，您就会不见的，像那暖和的火炉，喷 香的烤鹅，美 丽的圣诞树一样，就会不见的！ 她赶紧擦着了一大把火柴，要把奶奶留住。一大把火 柴发出强 烈的光，照得跟白天一样明亮。奶奶从来没有像 现在这样高大，这样美丽。奶奶把小女孩抱起来，搂 在怀 里。她俩在光明和快乐中飞走了，越飞越高，飞到那没有 寒冷，没有饥 饿，也没有痛苦的地方去了。,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_37_chunk_1,37,0,3,第3单元,8,卖火柴的小女孩,38,42,227,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",朗读课文。 小女孩擦燃了几次火柴？每次擦燃后看到了什么，表达了她怎 样的愿望？ 和同学交流印象深刻的部分，说说你的感受。 第二天清晨，这个小女孩坐在墙角，两腮 通红，嘴上 带着微笑。她死了，在旧年的最后一夜冻死了。新年的太 阳升起来了，照在她小小的尸 体上。小女孩坐在那儿，手 里还捏着一把烧过了的火柴梗。 她想给自己暖和一下人们说。谁也不知道她曾 经看到过多么美丽的东西，她曾经多么幸福，跟着她奶奶 一起向新年的幸福中走去。 烛伸 富颗奶 怜饿简蜡,data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_38_chunk_1,38,0,3,第3单元,9,那一定会很好,38,42,371,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",那一定会很好 本文作者流火，选作课文时有改动。 种子被泥土紧紧地包裹着，它不得不把身体缩 成一团。 这真难受。种子想，我一定要站起来，大口大口地呼吸 空气，那一定会很好。 种子一边想一边努 力生长。过了些日子，它长出细细 的根、茎 和两片小叶子，钻出地面，站在阳光下。 过了很多个日子，它长成了一棵高大的树。 高大的树能看到很远的地方，它看见人和动物在山路 上走来走去，跑来跑去。要是能做一棵会跑的树，那一定 会很好。树这么想着。 一天，一个农夫背了锯 子和斧 子来到树林里。这棵树 的树叶向着农夫哗哗哗地拂动起来，农夫把树砍倒了。 农夫把树拖到自家院子里，花了好些日子，做成了一 辆手推车。 农夫把谷子、土豆还有调皮的儿子，放在手推车,data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_39_chunk_1,39,0,3,第3单元,9,那一定会很好,38,42,332,"{'score': 0.9644578313253013, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",上，推着车在山路 上跑来跑去。跑起 来的时候，手推车 听到耳边呼呼的风 声，真舒服。 手推车为农夫服务了很多年，它慢慢变老了，跑起来 的时候，骨头会吱 吱嘎 嘎地响。要是我能停下来，坐着休 息一会儿，那一定会很好。手推车一边这么想着，一边费 力地跑来跑去。 过了些日子，农夫和儿子一起把手推车拆 了，用拆下 来的旧木料做了把椅子。 椅子一用又是好多年。我真是老了。椅子想。它越 来越觉得挺直腰背坐着很吃力，要是我能躺下，那一定会 很好。 现在，农夫的儿子也已经长成了真正的农夫。他把坐 上去会吱呀摇晃的椅子拆了，锯成小木片，拼成美丽的木 地板，铺在了阳台上。 木地板满意地舒展着身子，躺在阳台上，阳光照在身 上，暖洋洋的，舒服极了。它觉得自己又变成了一棵树。,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_40_chunk_1,40,0,3,第3单元,10,在牛肚子里旅行,38,42,376,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",在牛肚子里旅行 本文作者张之路，选作课文时有改动。 有两只小蟋蟀，一只叫青头，另一只叫红头。它们是 一对非常要好的朋友。有一天，吃过早饭，青头对红头说： 咱 们玩捉迷藏吧！ 那让我先藏，你来找。红头说。 好吧！青头说完，转过身子闭上眼睛。 红头向周围看了看，悄 悄地躲在一个草堆里不作声了。 藏好了吗？青头大声问。 红头不说话，只露两只眼睛偷 偷地看。它心想：我要 是一答 ，就会被青头发现。 正在这时，一头大黄牛从红头后面慢慢走过来。红头 做梦也没有想到，大黄牛突然低下头来吃草。可怜的红头 还没有来得及跳开，就和草一起被大黄牛卷到嘴里了。 救命啊！救命啊！红头拼命地叫起来。 你在哪儿？青头急忙问。 我被牛吃了正在它的嘴里救命啊！救命啊！ 青头大吃一惊，它一下子蹦到牛身上，可是那头牛用 尾巴轻轻一扫，青头就给摔到地上了。青头不顾身上的疼,data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_41_chunk_1,41,0,3,第3单元,10,在牛肚子里旅行,38,42,382,"{'score': 0.961780104712042, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",痛，一骨 爬起来 大声喊：躲过它的 牙齿 ，牛在这时候 不会仔细嚼 的，它 会把你和草一起吞 到肚子里去 那我马上就会死掉。红头哭起来。它和草已经一起 进了牛的肚子。 青头又跳到牛身上，隔着肚皮和红头说话：红头！不 要怕，你会出来的。我听说牛肚子里一共有四个胃 ，前三 个胃是贮 藏食物的，只有第四个胃才是管消化的！ 可是你说这些对我有什么用呢？红头悲 哀地说。 当然有用。等一会儿牛休息的时候，它要把刚才吞进 去的草重新送回嘴里，然后细嚼慢咽 你是勇敢的蟋蟀， 你一定能出来的。 谢谢你！红头的声音小得几乎听不见了。它咬着牙 不让自己失去知觉。 红头在牛肚子里随着草一起移动，从第一个胃到了第 二个胃，又从第二个胃回到了牛嘴里。这一下，红头又看 见了光亮。可是，它已经一动也不能动了。 这时，青头爬到牛鼻子上，用它的身体在牛鼻孔里蹭 来蹭去。,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_42_chunk_1,42,0,3,第3单元,10,在牛肚子里旅行,38,42,203,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","阿嚏 ！牛打了一个喷嚏，红头随着一团草一下子给 喷了出来。 红头看见自己的朋友，高兴得流 下了眼泪 谢谢你 青头笑眯 眯地说： 不要 哭，就当你在牛肚子里作了一 次旅行吧！
分角色朗读课文，体会青头和红头对话时的心情，读出相应的 语气。 从哪里可以看出青头和红头是非常要好的朋友？默读全文， 至少找出三处来说明。 红头的旅行真是惊险。画出它在牛肚子里旅行的路线，再把这 个故事讲给别人听。 拼扫 咬流",data/textbooks/语文三上.pdf,练习
语文三上.pdf_page_43_chunk_1,43,0,4,第3单元,11,一块奶酪,46,49,439,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",蚂蚁队长集合好队伍，向大家宣 布： 今天搬运粮食， 只许出力，不许偷嘴。谁偷嘴就要处 罚谁。 一只小蚂蚁在队列里嘀 咕： 要是偷嘴的是您呢？蚂 蚁队长说： 照样要受处罚。 大家一听，都来劲了，争先恐后赶到运粮地点，抢着 抬大的，搬重的，谁也不愿偷懒。 就在这时，蚂蚁队长发现了一块大奶酪。那块奶酪实 在太大了，它左抬抬不起，右搬搬不动，只好叫来七八只 小蚂蚁当助手。 奶酪多诱 人啊！抬着它，不要说吃，单是闻闻，都要 淌口水。小蚂蚁们嘴叼着它，要做到不趁机舔 一下，那要 有多大的毅 力，多强的纪 律性啊！ 蚂蚁队长叼着奶酪的一角往前拽 着，也许是用力过猛， 一下就把那个角拽掉了。盯着那一点儿掉在地上的奶酪渣 蚂蚁队长想：丢掉，实在太可惜 ；趁机吃掉它，又要犯 许偷嘴的禁 令。怎么办呢？它的心七上八下，只好下令：,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_44_chunk_1,44,0,4,第3单元,11,一块奶酪,46,49,352,"{'score': 0.9568181818181819, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",休息一会儿！ 听到命令，大家放下奶酪，却不走开。 大家分散开，哪里凉快就到哪里休息。 大家依旧不动，眼睛望着别处，心却牵挂着那一点儿 奶酪渣。 蚂蚁队长生气了。它登上一块大石板，突然下令： 注 意啦，全体都有。稍 息！立正！向后转！齐步 走！等小蚂蚁们消失在草丛中，它才大叫：立定！ 原地休息！ 这时，奶酪旁边只有蚂蚁队长，它要是偷嘴，谁也看 不见。它低下头，嗅 嗅那点儿奶酪渣，味道真香！可是， 它犹豫 了一会儿，终于一跺 脚：注意啦，全体都有。稍 息！立正！向后转！齐步走！ 小蚂蚁们从四面八方的草丛里走拢 来了。当它们重新 到奶酪旁边时，蚂蚁队长命令年龄最小的一只蚂蚁：这 点儿奶酪渣是刚才弄掉的，丢了可惜，你吃掉它吧！ 大家又干起活来了，劲头比刚才更足，奶酪一会儿就 被搬进洞里去了。,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_45_chunk_1,45,0,4,第3单元,,我来编童话,46,49,263,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",我来编童话 童话世界多么神奇啊！我们也来编童话故事吧。 玫瑰花 国王 啄木鸟 星期天 黄昏 冬天 小河边 厨房 森林超市 习 作 看到上面这些词语，你的脑海里浮现出了怎样的画面？你想到 了什么样的故事？发挥想象，把故事写下来。 写之前想一想： 故事里有哪些角色？（可以从上面任选一个或几个。如果 有需要，也可以添加你喜欢的其他角色，如小公主月 亮。） 事情发生在什么时间？是在哪里发生的？ 他们在那里做什么？他们之间发生了什么故事？ 写完以后小声读一读，看看句子是否通顺。你还可以试着给故 事加一个题目，注意题目要居中。,data/textbooks/语文三上.pdf,习作
语文三上.pdf_page_46_chunk_1,46,0,4,第3单元,,语文园地 ,46,49,225,"{'score': 0.9931111111111112, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",语文园地 交流平台 读一读，比一比，认一认。 伸申 （申请） 界介 （介绍 ） 棕宗 （祖宗） 忆乙 （乙方） 试式 （方式） 教孝 （孝顺） 识字加油站 童话是一座五彩缤纷的大花园。在童话的世 界里，植物、动物不但和人一样会说话，而且也 有喜怒哀乐。 这个单元的童话故事充满了丰富的想象，蟋 蟀可以在牛肚子里旅行，一粒种子也有自己的梦 想 阅读童话，我们能交到很多奇特的朋友，经 历一些不可思议的事情，还能获得很多启示。,data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_47_chunk_1,47,0,4,第3单元,,读一读,46,49,188,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",读一读，和同学交流你的发现。 学习下面的修改符号，并试着使用这些修改符号修改自己的习作。 李老师以经走了。 他穿着一件灰色的上衣，一顶蓝色的帽子。 菜园里种了很多蔬 菜，有土豆、黄瓜、西瓜和西红柿。 表示改正 表示增补 表示删除 词句段运用 日积月累 灯不拨不亮，理不辩 不明。 有理走遍天下，无理寸 步难行。 一时强弱 在于力，万古胜负 在于理。 戴着,data/textbooks/语文三上.pdf,日积月累
语文三上.pdf_page_48_chunk_1,48,0,4,,,读书吧,46,49,460,"{'score': 0.9739130434782609, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",在那奇妙的王国里 在童话王国里，小蝌蚪四处寻找自己的妈妈，小壁虎着急地 向别的动物借尾巴，雪孩子和小白兔在一起嬉戏玩耍，王子和公 主过上了幸福的生活在那里，一切都有可能发生，一切都妙 不可言。 你读过吗 《安徒生童话》创造了一个奇妙的童话王国，这是丹麦作家安 徒生送给全世界孩子和大人共同的礼物。卖火柴的小女孩，善良的 拇指姑娘，坚定的锡兵，历经磨难的丑小鸭这些故事里的主人 公，一定会给你留下难以磨灭的印象。 是的，我要和你一块儿去！拇指姑娘说。她坐在鸟儿 的背上，把脚搁在他展开的双翼上，同时用腰带把自己紧紧地 系在他最结实的一根羽毛上。燕子就这样飞到空中，飞过了森 林，飞过了海洋，飞过了常年积雪的高山。在寒冷的高空中， 拇指姑娘冻得发起抖来。于是她就钻到鸟儿温暖的羽毛下面， 只把她的小脑袋伸出来欣赏下面那些美丽的景致。 终于他们来到了温暖的国度，那儿的阳光更加明亮。田沟 里、篱笆上，到处都结满了最美丽的绿色和紫色的葡萄。树林 里到处挂着柠檬和橙子。 选自丹麦安徒生的《拇指姑娘》，叶君健译，有改动 快乐读书吧,data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_49_chunk_1,49,0,4,第3单元,,相信你可以读更多 ,50,52,296,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",相信你可以读更多 童话王国里还有许许多多动人的故事。 当你走进叶圣陶笔下《稻草人》的世界，你会知道在夜间的田 野，星星怎样眨眼，月亮怎样微笑。你还会知道，田野里的人们有 着怎样的辛苦和悲伤。 翻开德国格林兄弟搜集整理的《格林童话》，你能从一个个妙 趣横生的故事中，感悟生活的真谛和做人的道理。灰姑娘虽然身处 逆境，却仍然心怀美好，真诚待人；小裁缝勇敢乐观，用自己的智 慧战胜巨人 童话王国中充满了爱与美，等待着你去漫游，去发现。 我们可以把自己 想象成童话中的主人 公，和故事中的人物 一起欢笑，一起悲伤。 童话世界无奇不 有。阅读时，只有发 挥想象，才能真正领 略童话的魅力。 （图）许敦谷,data/textbooks/语文三上.pdf,练习
语文三上.pdf_page_50_chunk_1,50,0,4,第3单元,,猜测与推想,50,52,65,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",猜测与推想，使我们 的阅读之旅充满了乐趣。 一边读一边预测，顺着故事 情节去猜想。 学习预测的一些基本方法。 尝试续编故事。,data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_51_chunk_1,51,0,4,第4单元,12,总也倒不了的老屋,50,52,200,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","本文作者慈琪，选作课文时有改动。 总也倒不了的老屋
老屋已经活了一百多岁了。它的窗户变 成了黑窟窿，门板也破了洞。它很久很久没 人住了。 好了，我到了倒下的时候了！它自 言自语着，准备往旁边倒去。 等等，老屋！一个小小的声音在它门 前响起，再过一个晚上，行吗？今天晚上 有暴 风雨，我找不到一个安心睡觉的地方。 老屋总也 倒不了，是被 施了魔法吗？ 图中的老 屋看上去那么 慈祥，它应该 会答应吧！",data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_52_chunk_1,52,0,4,第4单元,12,总也倒不了的老屋,53,58,312,"{'score': 0.951923076923077, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",老屋低头看看，吃力地眯起眼睛：哦 是小猫啊。好吧，我就再站一个晚上。 第二天，天晴了。小猫从破窗户里跳了 出来： 喵 喵，谢谢！ 老屋说： 再见！好了，我到了倒下的 时候了！ 等等，老屋！一个小小的声音在它 门前响起，再过二十几天，行吗？主人想 拿走我的蛋，可是我想孵 小鸡。我找不到一 个安心孵蛋的地方。 老屋低头看看，墙壁吱吱呀呀地响： 哦，是老母鸡啊。好吧，我就再站二十几天。 二十多天后，老母鸡从门上的破洞里走 了出来，九只小鸡从门板下面叽 叽叫着钻了 出来： 叽叽，谢谢！ 老屋说： 再见！好了，我到了倒下的 时候了！ 我想老屋 可能会不耐烦 了。 一读到这 句话，我就知 道，一定又有 谁来请老屋帮 忙了。,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_53_chunk_1,53,0,4,第4单元,12,总也倒不了的老屋,53,58,336,"{'score': 0.9607142857142857, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",等等，老屋！一个小极了的声音在 它门前响起，不注意根本听不到，请再站 一会儿吧，我肚子好饿好饿，外面的树被砍 光了，我找不到一个安心织网抓虫的地方。 老屋低头看看，眼睛眯成一条缝：哦， 是小蜘蛛啊。好吧，我就再站一会儿。 小蜘蛛飞快地爬进屋子，在墙角织了一 张又大又漂亮的网。偶 有虫子撞到网上， 小蜘蛛马上爬过去把虫子吃掉。 小蜘蛛，你吃饱了吗？老屋问。 没有，没有！小蜘蛛一边忙着补网， 一边回答，老屋老屋，我给你讲个故事吧！ 老屋想，这倒很有意思。于是它就开 始听小蜘蛛讲故事。 小蜘蛛的故事一直没讲完，因此，老 屋到现在还站在那儿，边晒太阳，边听小 蜘蛛讲故事。 估计老屋 不会倒了。 老屋可能 还会遇到其他 需要帮助的小 动物。 我猜到了 老屋会怎么回 答。,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_54_chunk_1,54,0,4,第4单元,12,总也倒不了的老屋,53,58,228,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",暴睡壁砍 撞饱晒 老屋给你留下了什么样的印象？联系插图和课文内容说一说。 读课文的过程中，你有没有猜到后面会发生什么？和同学交流。 我预测的内容有的跟故事的实际内容一 样，有的不一样。 当我读到老母鸡请求老屋不要倒下时， 我猜老屋可能会不耐烦，因为它不断地被别 人打扰。 我发现，文章的题目、插图，文章内容里 的一些线索，都可以帮助我们预测。 一读到小蜘蛛来请求老屋，我就猜到老屋 会同意，因为故事中的老屋很乐于帮助别人。 生活中也有这样的人。,data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_55_chunk_1,55,0,4,第4单元,13,胡萝卜先生的长胡子,53,58,284,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",胡萝卜先生的长胡子 本文作者王一梅，选作课文时有改动。 读下面的故事，一边读一边想：接下来可能会发生 什么事情？ 胡萝卜先生常常为胡子发愁 ，因为他长着浓密的胡子， 必须每天刮。 有一天，胡萝卜先生匆匆忙忙刮了胡子，就吃着果酱 面包上街去了。因为他近视，就没有发现漏刮了一根胡子。 这根胡子长在下巴的右边，胡 萝卜先生吃果酱面包的时候， 胡子沾 到了甜甜的果酱。对一 根胡子来说，果酱是多么好的 营养品啊！ 于是，胡萝卜先生一步一 步走的时候，这根胡子就在一 点儿一点儿地变长。只要看看 胡萝卜先生走了多长的路，就 可以知道他的这根胡子已经长 了多长了。,data/textbooks/语文三上.pdf,练习
语文三上.pdf_page_56_chunk_1,56,0,4,第4单元,13,胡萝卜先生的长胡子,53,58,205,"{'score': 0.9678048780487806, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",胡萝卜先生还在继 续走，长胡子被风吹到了身体后面， 他完全不知道。 在很远的街口，有一个男孩正在放风筝。线实在太短 了，他的风筝只能飞过屋顶。 胡萝卜先生的胡子刚好在风里飘动着。这绳子够长 了，就是不知道够不够牢固。 小男孩说完就扯了扯胡子， 他确定足够牢固，就剪了一段用来放风筝。 胡萝卜先生继续往前走，当他走过鸟太太家的树底下， 鸟太太正在找绳子晾 小鸟的尿 布。 胡萝卜先生的胡子刚好在风里飘动着。,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_57_chunk_1,57,0,4,第4单元,13,胡萝卜先生的长胡子,53,58,301,"{'score': 0.9674418604651164, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",故事还没有结束，你认为后来可能会发生什么事情？你为什么 这样想？听老师把故事讲完，看看自己的预测和故事有哪些相 同和不同。 《帽子的秘密》 《躲猫猫大王》 《团圆》 《夏洛的网》 《柔软的阳光》 《小灵通漫游未来》 读读下面这些文章或书的题目，猜猜里面可能写了些什么。 我在故事的很多地方作了预测。当读到胡 子沾上了营养丰富的果酱时，我就猜到胡子会 越长越长。 故事讲到了长胡子的各种用处，我依据这 个内容和生活常识作了一些预测。 当发现自己的预测和故事的实际内容不同 时，我会及时修正自己的想法，接着猜测后面 可能发生什么。 我预测的内容没有原文丰富，有的还与原 文不一致，但是我的预测也是有依据的。,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_58_chunk_1,58,0,4,第4单元,14,小狗学叫,53,58,343,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",从前，有一条不会叫的狗。它不会像狗一样叫，不会 像猫一样叫，也不会像牛那样哞 哞叫，更不会像马那样嘶 鸣。它是一只孤零 零的小狗，不知道怎么到了一个没有狗 的国家。它并没有发现自己有什么毛病，是别人让它知道， 不会叫其实是一种很大的缺陷 。它们对它说： 你怎么不叫？ 我不会我是外来的 这算什么回答啊。你难道不知道狗是会叫的？ 干吗 要叫？ 狗会叫，因为它们是狗。它们对过路的陌 生人叫， 对惹 人讨 的猫叫，对着满月叫。它们高兴的时候叫，紧 张的时候叫，发怒 的时候也叫。它们白天叫得多，但晚上 也叫。 也许是这样，可我,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_59_chunk_1,59,0,5,第4单元,14,小狗学叫,64,65,299,"{'score': 0.9571906354515051, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",可你怎么啦？你这只狗可真特别。去，去！总有一天 你会上新闻的。 小狗不知道该怎么回答这些批 评。它不会叫，也不知 道怎么才能学会。 你跟我学。有一次，一只同情它的小公鸡对它说。 那只小公鸡喔 喔喔地叫了几声。 我觉得很难。小狗对小公鸡说道。 不难，容易极了。你好好听着，看我的嘴，注意观察 我，学我的样子。 小公鸡又喔喔喔地叫起来。 小狗试着照小公鸡的样子做，但嘴里只发出一种滑稽 的咯 咯声，吓得旁边的小母鸡都逃走了。 不要紧，小公鸡 说道，第一次能这样 就很不错了。你再试 试，来！小狗又试了 一次，两次，三次，都 没能成功。 从此，它天天都练 习，从早到晚偷偷地 练。有时候，为了更自,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_60_chunk_1,60,0,5,第4单元,14,小狗学叫,64,65,379,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",由，它索 性到树林里去练。 一天早晨，它在树林里练习，发出的喔喔喔的叫声是 那么逼 真，那么好听，那么洪 亮。一只狐狸听到了，心里 寻思着：公鸡终于来找我了，我得去感谢它的来访 。狐狸 真的去了，还没忘记带上刀叉 和餐巾，因为对狐狸来说， 没有比小公鸡更美味可口的午餐了。可以想象，当它看见 叫的是一只狗而不是小公鸡时，该是多么失望啊！那只 狗蹲坐着，一声又一声地喔喔叫着。 哎呀！狐狸说道，原来是这样！你这是给我设了 一个圈套啊！ 一个圈套？ 当然啦。你让我以为，是一只公鸡在树林里迷路了， 而你却设下圈套想抓我。幸好我发现得及时。 我向你担 保，我压 根就没想抓你，我只是在这里练 习。 练习？练习什么？ 我在练习啼叫，现在差 不多学会了。 你听我叫得多好！说完，它又洪亮 地喔喔叫起来。 狐狸真想哈哈大笑。它 在地上打着滚，捧着肚子，,data/textbooks/语文三上.pdf,练习
语文三上.pdf_page_61_chunk_1,61,0,5,第4单元,14,小狗学叫,64,65,389,"{'score': 0.9573264781491003, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",竭力忍 着不笑出声来。小狗感到受了委 ，低着头，含着 泪水默 默走开了。 近的一只杜鹃看着小狗走过去，很同情它。 你怎么啦？ 没什么。 那你为什么这样伤心？ 唉没什么好说的因为我不会叫。 要是就因为这个，那我可以教你。你听我怎么叫，尽 可能模 仿我。咕咕咕咕咕咕你听明白了吗？ 我觉得很容易。 容易极了，我从小就会这样叫。你试试！咕咕咕 咕 咕小狗学着杜鹃叫，咕 它那天试了，第二天、第三天又试了。一个星期过后， 它已经学得相当不错了。小狗真高兴，心想：我终于会叫 了，现在别人再也不能取笑我了。 就在那几天，人们开始打猎 了，树林里来了很多猎人， 里面还有百发百中 的神枪手。哪怕是一只夜莺，他们也会 给打下来。一个枪法很准的猎人经过那里，听见树丛中传 来咕咕的叫声，就举枪瞄 准，砰 ！砰！连开了两枪。 幸好没打中。子弹 擦过小狗的耳边，就像连环画里画,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_62_chunk_1,62,0,5,第4单元,14,小狗学叫,64,65,203,"{'score': 0.9556650246305419, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",的那样。小狗拔腿就跑。它很诧 异：那个猎人准是发疯 了， 竟然对狗开枪！ 狗跑啊，跑啊 第一种结局 狗跑啊，跑啊，它跑到了一片草地上，一头小母牛正在 那里安详地吃草。 你去哪儿啊？ 我不知道。 那你就别走了，这里的青草特别鲜嫩。 唉，青草不能医治我的病 你病啦？ 可不是！我不会叫。 可是，这是世界上最容易的事！你听我叫：哞 哞哞还有比这更好听的叫声吗？ 第二种结局 狗跑啊，跑啊，它碰上了一个农民。,data/textbooks/语文三上.pdf,其他
