chunk_id,page_number,chunk_index,unit_number,unit_title,lesson_number,lesson_title,lesson_start_page,lesson_end_page,content_length,text_quality,content,source_file,content_category
语文三上.pdf_page_63_chunk_1,63,0,5,第4单元,14,小狗学叫,64,65,196,"{'score': 0.9642857142857143, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",第三种结局 狗跑啊，跑啊，突然停住了，它听见一种奇怪的叫声： 汪 汪，汪汪 这叫声像在对我说什么，狗想，尽管我搞 不清这是什 么动物在叫。 汪，汪 故事的几种结局可能是怎样的？说说你的理由。然后听老师读 故事的结局，看看和自己的预测有哪些相同和不同。 你喜欢故事的哪些内容？和同学交流。 选一本同学不熟悉的故事书，读给他们听。读的时候，在某些 地方停下来，让他们猜猜后面可能会发生什么。,data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_64_chunk_1,64,0,5,第4单元,,名字里的故事,64,65,271,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",名字里的故事 每个人都有名字。你知道自己的名字有什么含义吗？回家问问 长辈吧。你的名字里也许饱含着他们对你的期待，说不定还藏着一 个故事呢！ 和同学交流名字的含义或来历，可以是关于自己名字的，也可 以是关于其他人名字的。 听同学讲的时候，如果有感兴趣的或不理解的内容，可以向讲 的人提出来，进一步了解。 和同学交流之后，回家给家里人说说，你从同学的讲述里知道 了哪些新鲜事。 我还要问问家 里人，看看他们的 名字有什么含义。 有些名人的名字 很有趣，我想去了解 一下。 口语交际 把了解到的信息讲清楚。 听别人讲话的时候，要礼 貌地回应。,data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_65_chunk_1,65,0,5,第4单元,,续写故事,64,65,199,"{'score': 0.9678391959798995, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",续写故事 下面的图讲了什么事情？接下来可能会发生什么？请你把故事 写完。 写好以后小声读一遍，用学过的修改符号把有明显错误的地方 改过来。 和同学交流习作之后，说说你更喜欢谁写的故事。 习 作 我上个星期过九岁 生日，妈妈给我买了一 个很大的生日蛋糕。 李晓明的爸爸 妈妈在外地工作， 我们可以 我也快过生日 了，但是爸爸妈妈 都在外地工作 我也刚刚过了九岁 生日，生日那天是我们 全家人一起过的。,data/textbooks/语文三上.pdf,习作
语文三上.pdf_page_66_chunk_1,66,0,5,第4单元,,语文园地 ,66,71,174,"{'score': 0.9948275862068967, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",语文园地 交流平台 识字加油站 你认识下面这些加点的字吗？查字典认一认。 车轴 3 基础 3 阁 3 楼 3 节 盲 3 人 唐 3 朝 一边读，一边预测后面的内容，可以帮 助我们更好地理解文章的意思。 为了预测得更准确，我读书更仔细了， 注意到了更多的细节。 我在图书馆找书时，会根据书名先猜猜 书的大致内容，再决定要不要看这本书。,data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_67_chunk_1,67,0,5,第4单元,,日积月累 ,66,71,336,"{'score': 0.9779761904761906, 'is_suitable': True, 'reason': '长度适中, 教育相关'}",日积月累 词句段运用 人心齐，泰 山移。 二人同心，其利断金。 三个臭 皮匠 ，顶个诸 亮。 一个篱 三个桩 ，一个好汉三个帮。 读词语，根据加点字的意思读准字音。 3 期 假 3 扮 假 3 装 假 3 日 3 乎 几 3 百 茶几 3 窗明几 3 净 3 枪 中 3 奖 中 3 间 猜中 3 罚 处 3 分 到处 3 处 3 理 下面的成语有什么特点？你还能说出类似的成语吗？ 百发百中 四面八方 七上八下 百战百胜 四通八达 七嘴八舌 百依百顺 四平八稳 七手八脚 读句子，说说你有什么发现。照样子写句子，注意引号的用法。 蚂蚁队长说：照样要受处罚。 救命啊！救命啊！红头拼命地叫起来。 不要紧，小公鸡说道，第一次能这样就很不错了。,data/textbooks/语文三上.pdf,日积月累
语文三上.pdf_page_68_chunk_1,68,0,5,第5单元,,金色的草地,66,71,62,"{'score': 0.9580645161290323, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",生活中不缺少美，只是 缺少发现美的眼睛。 法国 罗丹 体会作者是怎样留心观察周围事物的。 仔细观察，把观察所得写下来。,data/textbooks/语文三上.pdf,习作
语文三上.pdf_page_69_chunk_1,69,0,5,第5单元,15,搭船的鸟,66,71,221,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","本文作者郭风，选作课文时有改动。 搭船的鸟
我和母亲坐着小船，到乡下外祖父 家里去。我们坐在 船舱里。天下着雨，雨点打在船篷上，沙啦 沙啦地响。船 夫披着蓑 衣在船后用力地摇着橹 后来雨停了。我看见一只彩色的小鸟站在船头，多么 美丽啊！它的羽毛是翠绿的，翅膀带着一些蓝色，比鹦 还漂亮。它还有一张红色的长嘴。 它什么时候飞来的呢？它静悄 悄地停在船头不知有多 久了。它站在那里做什么呢？难道它要和我们一起坐船到 外祖父家里去吗？",data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_70_chunk_1,70,0,5,第5单元,15,搭船的鸟,66,71,246,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","我正想着，它一下子冲 3 进水里，不见了。可是，没一会儿， 它飞 3 起来了，红色的长嘴衔 3 着一条小鱼。它站 3 在船头，一口把 小鱼吞了下去。 我正想着，它一下子冲进水里，不见了。可是，没一 会儿，它飞起来了，红色的长嘴衔着一条小鱼。它站在船 头，一口把小鱼吞了下去。 母亲告诉我，这是一只翠鸟。哦，这只翠鸟搭了我们 的船，在捕鱼吃呢。
翠嘴 吞哦捕",data/textbooks/语文三上.pdf,其他
语文三上.pdf_page_71_chunk_1,71,0,6,第5单元,16,金色的草地,74,75,325,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","本文作者是苏联的普里什文，译者茹香雪，选作课文时有改动。 金色的草地
我们住在乡下，窗前是一大片草地。草地上长满了蒲 公英 。当蒲公英盛开的时候，这片草地就变成金色的了。 我和弟弟常常在草地上玩耍 。有一次，弟弟跑在我前 面，我装着一本正经的样子，喊：谢廖 沙！他回过头来， 我就使劲一吹，把蒲公英的绒毛吹到他的脸上。弟弟也假 装打哈欠 ，把蒲公英的绒毛朝我脸上吹。就这样，这些并 不引人注目的蒲公英，给我们带来了不少快乐。 有一天，我起得很早去钓 鱼，发现草地并不是金色的， 而是绿色的。中午回家的时候，我看见草地是金色的。傍 晚的时候，草地又变绿了。这是为什么呢？我来到草地上， 仔细观察，发现蒲公英的花瓣是合拢 的。原来，蒲公英的",data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_72_chunk_1,72,0,6,第5单元,16,金色的草地,74,75,276,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","花就像我们的手掌，可以张开、合上。花朵张开时，花瓣 是金色的，草地也是金色的；花朵合拢时，金色的花瓣被 包住了，草地就变成绿色的了。 多么可爱的草地！多么有趣的蒲公英！从那时起，蒲 公英成了我们最喜爱的一种花。
朗读课文，一边读一边想象课文描写的场景。 仔细读读第3自然段，把下面的内容补充完整，体会作者观察 的细致。 早上，草地 ，因为蒲公英 中午，草地 ，因为蒲公英 傍晚，草地 ，因为蒲公英 我们只要稍加留意，就会发现事物是变化着的。如，向日葵会 随着太阳转动，含羞草被触碰后会害羞地低下头你留 意过哪些事物的变化？和同学交流。 而察 掌趣 欠钓",data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_73_chunk_1,73,0,6,第5单元,,交流平台 ,74,75,321,"{'score': 0.9688473520249221, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",你在生活中观察到了什么？用几句话写下来和同学交流吧！ 交流平台 初试身手 雨停了，我和妈 妈去买菜，在路上看 到好几只小蜗牛正慢 悠悠地过马路 表姐送给我一个芒果。它 的皮是黄色的，摸上去很光 滑。放到鼻子边闻，有一股淡 淡的香味。剥开皮尝一下，是 一种很特别的香甜的味道 留心周围的事 物，我们就会有新 的发现。 窗前的草地对作者来说再熟悉 不过了，但作者稍加留意，就发现 了奇妙的变化。 一次平常的探亲之旅，因为留 心观察，作者认识了一个可爱的新 朋友会搭船的翠鸟。 细致的观察可 以让我们对事物有 更多更深的了解。 草地的色彩会发生奇妙的变 化，原来是因为蒲公英的花有时张 开有时合拢。 翠鸟的美在于它有着色彩艳丽 的羽毛和敏捷的身手。,data/textbooks/语文三上.pdf,习作
语文三上.pdf_page_74_chunk_1,74,0,6,第5单元,,习作示例,74,75,392,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",我家的小狗 我得好好写写我们家的小狗，它叫王子， 是我们村里长得最花、毛色最漂亮的一只狗。它 跑得特别快，我总也追不上它。不过王子很 ，它总是在前面等着我。 我教过王子认字，可是它连一个字母也 没学会，不过它倒是挺爱上课的。我教它念狗 的时候，它叫得最欢。它准是在想，这是在说它 自己呀！王子还会数数，不过总共才会数到 二。 它喜欢哼 哼叫和汪汪叫。 你要干什么？王子在我面前哼哼时，我 问它。 它汪地叫一声，晃一晃脑袋，表示想要出去。 现在还想干什么？当我们走出院子时，我 接着问它。 王子又汪地叫一声，朝铁路那边跑去。 你该一次说完哪！我一边埋 ，一边跟在 它后面跑。我知道王子想去那儿干什么，它 喜欢同火车赛跑。每次都是它输 ，可它从不在乎。 习作例文 作者观察 得真仔细，他 发现 王子 学狗的时 候叫得最欢。 本文作者是捷克的博日哈，译者刘星灿，选作课文时有改动。,data/textbooks/语文三上.pdf,习作
语文三上.pdf_page_75_chunk_1,75,0,6,第5单元,,习作示例,75,75,313,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",本文作者王鲁彦，选作课文时有改动。 我爱故乡的杨梅 我的故乡在江南，我爱故乡的杨梅。 细雨如丝，一棵棵杨梅树贪婪 地吮 吸着春天 的甘露。它们伸展着四季常绿的枝条，一片片狭 长的叶子在雨雾中欢笑着。 端午节过后，杨梅树上挂满了杨梅。 杨梅圆圆的，和桂圆一样大小，遍身生着小 刺。等杨梅渐渐长熟，刺也渐渐软了，平了。摘 王子竟 敢跟火车赛跑， 真有趣。 每当有火车开过来，王子都以为能跑赢 它。等 到跑不动了，它便冲 着远去的火车汪汪叫上几声， 不知是允 许火车开走呢，还是骂 了火车一顿 经过仔细观察，作者发现了王子的淘气可爱。把你觉得它 淘气可爱的部分找出来和同学交流。 作者把杨 梅的变化观察 得多仔细啊！,data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_76_chunk_1,76,0,6,第5单元,,习作示例,76,78,334,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",作者把杨 梅的味道写得 这么具体可感， 让人想亲自尝 一尝它的滋味。 一个放进嘴里，舌尖触到杨梅那平滑的刺，是那 样细腻而柔软。 杨梅先是淡红的，随后变成深红，最后几乎变 成黑的了。它不是真的变黑，而是因为太红了，看 上去像黑的。你轻轻咬开它，就可以看见那新鲜红 嫩的果肉，嘴唇 上舌头上同时染 满了鲜红的汁水。 没有熟透的杨梅又酸又甜，熟透了就甜津津 的，叫人越吃越爱吃。我小时候，有一次杨梅吃 得太多，感觉牙齿又酸又软，连豆腐也咬不动了。 我这才知道，杨梅虽然熟透了，酸味还是有的，因 为它太甜，吃起来就不觉得酸了。吃多了杨梅再 吃别的东西，才感觉到牙齿已经被它酸倒了。 认真读课文，填写下面的表格，体会作者观察的细致。 杨 梅 特 点 外 形 颜 色 味 道,data/textbooks/语文三上.pdf,练习
语文三上.pdf_page_77_chunk_1,77,0,6,第5单元,,习作示例,76,78,206,"{'score': 0.966990291262136, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",我们眼中的缤纷世界 这段时间我们观察了不少身边的事物，有了很多新发现。这 次习作，就让我们把最近观察时印象最深的一种事物或一处场景 写下来。 写完后，把你认为写得好的部分读给小组同学听，展示你的观 察所得。 交流习作之后，试着用一句话说说最近的观察感受，和同学分 享心得。如： 观察时要细致一些。 观察时不仅用眼睛看，用耳朵听，还可以用手摸，用鼻子闻， 有时还可以尝一尝。 观察时要注意事物的变化。 习 作,data/textbooks/语文三上.pdf,习作
语文三上.pdf_page_78_chunk_1,78,0,6,第6单元,,,79,80,61,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",祖国，我爱你。 我爱你每一寸土地， 我爱你壮美的山河。借助关键语句理解一段话的意思。 习作的时候，试着围绕一个意思写。,data/textbooks/语文三上.pdf,习作
语文三上.pdf_page_79_chunk_1,79,0,6,第6单元,17,古诗三首,79,80,267,"{'score': 0.9370786516853933, 'is_suitable': True, 'reason': '长度适中'}","望天门山 唐 李 白 天门中断楚江开， 碧水东流至此回。 两岸青山相对出， 孤帆一片日边来。
饮湖上初晴后雨 宋 苏轼 水光潋滟晴方好， 山色空蒙雨亦 奇。 欲把西湖比西子， 淡妆浓抹 总相宜 注释 〔天门山〕今安徽东梁山 与西梁山的合称。东梁山 在今芜湖市，西梁山在 今马鞍山市，两山隔江相 对，像天然的门户。 〔楚江〕长江中下游部分 河段在古代流经楚地，所 以叫楚江。 注释 〔潋滟〕波光闪动的样子。 〔方〕正。 〔空蒙〕迷茫缥缈的样子。 〔亦〕也。 〔西子〕即西施，春秋时代 越国的美女。 古诗三首",data/textbooks/语文三上.pdf,日积月累
语文三上.pdf_page_80_chunk_1,80,0,6,第6单元,17,古诗三首,79,80,197,"{'score': 0.9911167512690356, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",望洞庭 唐 刘禹锡 湖光秋月两相和， 潭面无风镜未 遥望洞庭山水翠， 白银盘 里一青螺。 有感情地朗读课文，想象诗中描绘的景色。背诵课文。默写 《望天门山》。 用自己的话说说下面诗句的意思。 两岸青山相对出，孤帆一片日边来。 湖光秋月两相和，潭面无风镜未磨。 遥银 注释 〔洞庭〕即洞庭湖，位于 今湖南北部。 〔青螺〕青绿色的螺。这 里用来形容洞庭湖中的 君山。,data/textbooks/语文三上.pdf,练习
语文三上.pdf_page_81_chunk_1,81,0,6,第6单元,18,富饶  的西沙群岛,81,86,300,"{'score': 0.9566666666666668, 'is_suitable': True, 'reason': '长度适中, 中文为主'}","富饶 的西沙群岛 本文选自人民教育出版社《十年制学校小学课本（试用本）语文第六册》，有改动。
西沙群岛位于南海的西北部，是我国海南省三沙市的 一部分。那里风景优 美，物产丰富，是个可爱的地方。 西沙群岛一带海水五光十色，瑰 丽无比：有深蓝的， 淡青的，浅绿的，杏黄的。一块块，一条条，相互交错着。 因为海底高低不平，有山崖，有峡谷，海水有深有浅，从 海面看，色彩就不同了。 海底的岩 石上生长着各种各样的珊 ，有的像绽 开的 花朵，有的像分枝的鹿角。海参 到处都是，在海底懒洋洋 地蠕 动。大龙虾全身披甲，划过来，划过去，样子挺威武 鱼成群结队地在珊瑚丛中穿来穿去，好看极了。有的",data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_82_chunk_1,82,0,6,第6单元,18,富饶  的西沙群岛,81,86,273,"{'score': 0.9633699633699634, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",全身布满彩色的条纹；有的头上长着一簇 红缨 ；有的周身 像插着好些扇子，游动的时候飘飘摇摇；有的眼睛圆溜溜 的，身上长满了刺，鼓起气来像皮球一样圆。各种各样的 鱼多得数不清。正像人们说的那样，西沙群岛的海里一半 是水，一半是鱼。 西沙群岛也是鸟的天下。岛上有一片 片茂密的树林，树林里栖 息着各种海鸟。 遍地都是鸟蛋。树下堆积着一层厚厚的鸟 ，这是非常宝贵的肥料。 富饶的西沙群岛，是我们祖祖辈 辈生活的地方。随着 祖国建设事业的发展，可爱的西沙群岛，必将变得更加美 丽，更加富饶。 （摄影）孟峻颖 我发现这段 话是围绕一句话 来写的。,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_83_chunk_1,83,0,6,第6单元,18,富饶  的西沙群岛,81,86,91,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",有感情地朗读课文。说说从哪些地方可以看出西沙群岛风景优 美、物产丰富。 选择你喜欢的部分，向别人介绍西沙群岛。 小练笔 从下面的图中选择一幅，写几句话。 挺刺 宝贵,data/textbooks/语文三上.pdf,习作
语文三上.pdf_page_84_chunk_1,84,0,6,第6单元,19,海滨 小城 ,81,86,442,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","海滨 小城 本文作者林遐，选作课文时有改动。
我的家乡在广东，是一座海滨小城。人们走到街道尽 头，就可以看见浩 的大海。天是蓝的，海也是蓝的。海 天交界的水平线上，有棕色的机帆船和银白色的军舰来来 往往。天空飞翔着白色的、灰色的海鸥 ，还飘着跟海鸥一 样颜色的云朵。 早晨，机帆船、军舰、海鸥、云朵，都被朝阳镀 上了 一层金黄色。帆船上的渔民，军舰上的战士，他们的脸和 也镀上了一层金黄色。 海边是一片沙滩，沙滩上遍地是各种颜色、各种花纹 的贝壳。这里的孩子见得多了，都不去理睬 这些贝壳，贝 壳只好寂寞地躺在那里。远处响起了汽笛声，那是出海捕 鱼的船队回来了。船上满载 着银光闪闪的鱼，还有青色的 虾和蟹，金黄色的海螺。船队一靠岸，海滩上就喧 闹起来。 小城里每一个庭院都栽了很多树。有桉 树、椰子树、 树、凤凰 树，还有别的许多亚 热带树木。初夏，桉树 叶子散发出来的香味，飘得满街满院都是。凤凰树开了花， 开得那么热闹，小城好像笼罩在一片片红云中。",data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_85_chunk_1,85,0,7,第6单元,19,海滨  小城 ,88,92,299,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","小城的公园更美。这里栽着许许多多榕 树。一棵棵榕 树就像一顶顶撑开的绿绒大伞，树叶密不透风，可以遮太 阳，挡风雨。树下摆着石凳 ，每逢 休息的日子，石凳上总 是坐满了人。 小城的街道也美。除 了沥 青的大路，都是用细沙铺成 的，踩上去咯 吱咯吱地响，好像踩在沙滩上一样。人们把 街道打扫得十分干净，甚至连一片落叶都没有。 这座海滨小城真是又美丽又整洁。
渔遍躺载 除踩洁 朗读课文。说说课文写了海滨小城的哪些景象，这些景象是什 么样的。 有些句子很重要，可以帮助我们理解一段话的意思，你能从课 文中找出来吗？ 在课文中画出你认为写得好的句子，抄写下来和同学交流。",data/textbooks/语文三上.pdf,习作
语文三上.pdf_page_86_chunk_1,86,0,7,第6单元,20,美丽的小兴  安岭,88,92,348,"{'score': 0.9563218390804599, 'is_suitable': True, 'reason': '长度适中, 中文为主'}","美丽的小兴 安岭 本文选自人民教育出版社《全日制十年制学校小学课本（试用本）语文第六册》。
我国东北的小兴安岭，有数不清的红松、白桦、栎 树几百里连成一片，就像绿色的海洋。 春天，树木抽出新的枝条，长出嫩绿的叶子。山上的 积雪融 化了，雪水汇 成小溪，淙 淙地流着。溪里涨满了春 水。小鹿在溪边散步，它们有的俯 下身子喝水，有的侧 脑袋欣 赏自己映在水里的影子。 夏天，树木长得葱葱茏 茏，密密层层的枝叶把森林封 得严严实实的，挡住了人们的视线，遮住了蓝蓝的天空。 早晨，雾从山谷里升起来，整个森林浸 在乳 白色的浓雾里。 太阳出来了，千万缕 眼的金光穿过树梢 ，照射在工人宿 门前的草地上。草地上盛开着各种各样的野花，红的、 白的、黄的、紫的，真像个美丽的大花坛。",data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_87_chunk_1,87,0,7,第6单元,20,美丽的小兴  安岭,88,92,250,"{'score': 0.9648000000000001, 'is_suitable': True, 'reason': '长度适中, 中文为主'}",秋天，白桦和栎树的叶子变黄了，松柏显 得更苍翠了。 秋风吹来，落叶在林间飞舞。这时候，森林向人们献出了 酸甜可口的山葡萄，又香又脆的榛 子，鲜嫩的蘑菇和木耳， 还有人参等名贵药材。 冬天，雪花在空中飞舞。树上积满了白雪。地上的雪 厚厚的，又松又软，常常没过膝 盖。西北风呼呼地刮过树 梢。黑熊躲进自己的洞里冬眠 。紫貂 捕捉野兔当美餐。松 鼠靠秋天收藏在树洞里的松子过日子，有时候还到枝头散 散步，看看春天是不是快要来临。 小兴安岭一年四季景色诱人，是一座美丽的大花园， 也是一座巨大的宝库,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_88_chunk_1,88,0,7,第6单元,20,美丽的小兴  安岭,88,92,177,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",软刮库 有感情地朗读课文，注意读好文中的长句子。 读下面的句子，体会加点的词语好在哪里。 春天，树木抽出 3 新的枝条，长出嫩绿的叶子。 早晨，雾从山谷里升起来，整个森林浸 3 在乳白色的浓雾里。 如果到小兴安岭旅游，你会选择哪个季节去？结合课文内容说 说你的理由。 选 做 你的家乡哪个季节最美？为什么？写一段话和同学交流。,data/textbooks/语文三上.pdf,交流
语文三上.pdf_page_89_chunk_1,89,0,7,第6单元,,习 作,88,92,257,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",这儿真美 花园、果园，田野、小河我们周围有许多美丽的地方，你 发现了吗？ 让我们把身边的美景介绍给别人吧！ 写之前仔细观察，看看这个地方有些什么，是什么样子的。 写的时候，试着运用从课文中学到的方法，围绕一个意思写。如： 操场后面的小花园真美 秋天的树林就像一幅色彩斑斓的图画 一到池塘边，我就被眼前的景色吸引住了 写好后自己读一读，改正错别字。然后读给同学听，和同学分 享你发现的美景。 习 作 盛开 飞舞 狂欢 闪闪发光 漂亮 优美 明朗 静悄悄 粗壮 香甜 清凉 亮晶晶 可以用上 这学期新学的 词语。,data/textbooks/语文三上.pdf,课文
语文三上.pdf_page_90_chunk_1,90,0,7,第6单元,,语文园地 ,91,93,172,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",语文园地 交流平台 识字加油站 这样的句子也有可能在一段话的末尾或中间。 我们习作的时候也可以学着这样写。 有的时候，一段话的开头就表达了这段话的主 要意思，后面的内容都是围绕开头这句话来写的。 读一读，认一认，想想每行加点的字有什么特点。 飞蛾 螃蟹 鱼 鲫 鱼 鲨 找到这样的句子，可以帮助我们更好地理解一 段话的意思。,data/textbooks/语文三上.pdf,习作
语文三上.pdf_page_91_chunk_1,91,0,7,第6单元,,日积月累 ,91,93,170,"{'score': 0.9994117647058824, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","看到下面的词语，你的眼前会浮现怎样的画面？选择一两个词 语写句子。 懒洋洋 慢腾腾 颤巍巍 兴冲冲 静悄悄 空荡荡 乱糟糟 闹哄哄 用下面的句子开头，试着说一段话。 车站的人可真多 我喜欢夏天的夜晚 词句段运用 日积月累
早发白帝城 唐 李 白 朝辞 白帝彩云间， 千里江陵 一日还 两岸猿 声啼 不住， 轻舟已过万重山。",data/textbooks/语文三上.pdf,日积月累
语文三上.pdf_page_92_chunk_1,92,0,7,第7单元,,大自然的语言,91,93,60,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}",大自然赐给我们许多珍贵的 礼物，你发现了吗？ 感受课文生动的语言，积累喜欢的语句。 留心生活，把自己的想法记录下来。,data/textbooks/语文三上.pdf,练习
语文三上.pdf_page_93_chunk_1,93,0,7,第7单元,21,大自然的声音,94,99,440,"{'score': 0.9609090909090909, 'is_suitable': True, 'reason': '长度适中, 中文为主'}","大自然的声音 本文选自湖北教育出版社《义务教育课程标准实验教科书语文三年级上册》。
大自然有许多美妙 的声音。 风，是大自然的音乐家。他会在森林里演奏 他的手风 琴。当他翻动树叶，树叶便像歌手一样，唱出各种不同的 歌曲。不一样的树叶，有不一样的声音；不一样的季节， 有不一样的音乐。当微风拂过，那声音轻轻柔柔的，好像 细语，让人感受到大自然的温柔；当狂风吹起，整座 森林都激动起来，合奏出一首雄伟 的乐曲，那声音充满力 量，令人感受到大自然的威力。 水，也是大自然的音乐家。下雨的时候，他喜欢玩打 乐器。小雨滴敲敲打打，一场热闹的音乐会便开始了。 滴滴答答叮叮咚咚所有的树林，树林里的每片树 叶；所有的房子，房子的屋顶和窗户，都发出不同的声音。 当小雨滴汇 聚起来，他们便一起唱着歌：小溪淙 淙，流向 河流；河流潺 潺，流向大海；大海哗哗，汹 涌澎 。从一 首轻快的山中小曲，唱到波澜 壮阔的海洋大合唱。 动物是大自然的歌手。走在公园里，听听树上叽叽喳",data/textbooks/语文三上.pdf,阅读
语文三上.pdf_page_94_chunk_1,94,0,7,第7单元,21,大自然的声音,94,99,168,"{'score': 1.0, 'is_suitable': True, 'reason': '长度适中, 中文为主, 教育相关'}","喳的鸟叫；坐在一棵树下，听听唧 哩唧哩哩的虫鸣；在 水塘边散步，听听青蛙的歌唱。你知道他们唱的是什么 吗？他们的歌声好像告诉我们：我在歌唱，我很快乐！
受激 敲鸣 朗读课文，体会大自然声音的美妙。背诵第2〜3自然段。 填一填，再说一说课文写了大自然的哪些声音。 风，是大自然 的音乐家。 大自然有许多美妙的声音。",data/textbooks/语文三上.pdf,交流
